rank,material_id,formula,elements,density,band_gap,energy_above_hull,formation_energy_per_atom,is_stable,hull_score,formation_score,stable_score,overall_score
29,mp-6396,Li3V2(PO4)3,"Li,O,P,V",2.890511685335785,1.9731000000000003,0.0,-2.727606636196428,True,1.0,0.6395221172202888,1,0.8738327410271011
30,mp-849522,Li8V3P8O29,"Li,O,P,V",2.5947020252491955,1.0602000000000005,0.0,-2.7269130079960315,True,1.0,0.6392508764855536,1,0.8737378067699437
31,mp-26227,LiVP2O7,"Li,O,P,V",3.040798075551861,2.1508,0.0,-2.718353710010822,True,1.0,0.6359037947593512,1,0.872566328165773
32,mp-1539853,LiV(OF)2,"F,Li,O,V",3.251513807969693,2.216,0.0,-2.717074635555562,True,1.0,0.6354036174383781,1,0.8723912661034323
33,mp-9172,Li4TiO4,"Li,O,Ti",2.6246173745431527,4.5573,0.0,-2.7075447612962966,True,1.0,0.6316769954605813,1,0.8710869484112035
34,mp-753866,Li2VCr(P2O7)2,"Cr,Li,O,P,V",2.883802061227235,2.1866,0.0,-2.7031651750108225,True,1.0,0.6299643744898232,1,0.8704875310714382
35,mp-26975,Li9Cr3P8O29,"Cr,Li,O,P",2.685412577313761,3.2574,0.0,-2.701587921676384,True,1.0,0.6293475954242488,1,0.8702716583984871
36,mp-1195536,CsLi5Mn(P2O7)2,"Cs,Li,Mn,O,P",2.8780444591025427,4.2638,0.0,-2.700472152612972,True,1.0,0.6289112780709727,1,0.8701189473248404
37,mp-850951,Li3MnV(P2O7)2,"Li,Mn,O,P,V",2.779933719384088,2.1375,0.0,-2.6993697535435843,True,1.0,0.6284801890042635,1,0.8699680661514922
38,mp-777395,Li4MnV3(P2O7)4,"Li,Mn,O,P,V",2.858975022035684,0.4958,0.0,-2.692126323600164,True,1.0,0.6256476725945598,1,0.8689766854080959
39,mp-559240,Li2MnSiO4,"Li,Mn,O,Si",3.050189307241152,2.0890000000000004,0.0,-2.690084414012212,True,1.0,0.6248491914247021,1,0.8686972169986458
40,mp-25812,LiV2P5O16,"Li,O,P,V",2.641761558722386,0.0330009916522859,0.0,-2.683900550064484,True,1.0,0.6224310143671293,1,0.8678508550284952
41,mp-19103,LiCrP2O7,"Cr,Li,O,P",2.9225308100524967,2.7339,0.0,-2.674344235238095,True,1.0,0.6186940529036407,1,0.8665429185162742
42,mp-26955,LiV(PO3)4,"Li,O,P,V",2.441837929349419,0.1221000000000001,0.0,-2.671968688994708,True,1.0,0.617765104357308,1,0.8662177865250579
43,mp-1203394,Li2MnP2O7,"Li,Mn,O,P",2.9054140281896768,4.3677,0.0,-2.671244491990284,True,1.0,0.6174819098051534,1,0.8661186684318037
44,mp-780606,Li3Cr2(PO4)3,"Cr,Li,O,P",2.9521620974600493,2.9721,0.0,-2.667552592696428,True,1.0,0.616038206281477,1,0.865613372198517
45,mp-26963,LiVPO5,"Li,O,P,V",3.1963451833744623,1.5636,0.0,-2.666295293184524,True,1.0,0.6155465439713285,1,0.865441290389965
46,mp-850939,Li2MnV(P2O7)2,"Li,Mn,O,P,V",2.859108553132692,0.0101000000000004,0.0,-2.664354146507688,True,1.0,0.6147874657640803,1,0.8651756130174281
47,mp-867580,Li2Cr5(Si2O7)2,"Cr,Li,O,Si",3.3805361287274347,2.7093,0.0,-2.660144944066666,True,1.0,0.6131414727636524,1,0.8645995154672783
48,mp-26965,Li2CrP2O7,"Cr,Li,O,P",2.6523899218317872,3.7041,0.0,-2.6595338550793683,True,1.0,0.6129025086820183,1,0.8645158780387064
