rank,material_id,formula,elements,density,band_gap,energy_above_hull,formation_energy_per_atom,is_stable,hull_score,formation_score,stable_score,overall_score,battery_relevant_metals,flagged_elements,screening_status
1,mp-16691,SrLi2Ti6O14,"Li,O,Sr,Ti",3.72736279936884,2.8389000000000006,0.0,-3.393170181050724,True,1.0,0.8997882725121998,1,0.96492589537927,Ti,,PROMISING
2,mp-558083,BaLi2Ti6O14,"Ba,Li,O,Ti",3.942498188824059,2.8908,0.0,-3.392609160507246,True,1.0,0.8995688875097912,1,0.9648491106284268,Ti,,PROMISING
3,mp-5670,LiTi2O4,"Li,O,Ti",3.741150170795575,0.0,0.0,-3.2462103921428573,True,1.0,0.842320192210514,1,0.9448120672736798,Ti,,PROMISING
4,mp-774752,Li2MgTi3O8,"Li,Mg,O,Ti",3.409909553944672,3.2916,0.0,-3.236714967440475,True,1.0,0.838607041604145,1,0.9435124645614508,Ti,,PROMISING
5,mp-766823,Li7Ti11O24,"Li,O,Ti",3.623655040169891,0.0,0.0,-3.227670473333334,True,1.0,0.8350702257343076,1,0.9422745790070076,Ti,,PROMISING
6,mp-554324,LiCa9Mn(PO4)7,"Ca,Li,Mn,O,P",3.052860113764219,4.290800000000001,0.0,-3.220385979538356,True,1.0,0.8322216514577797,1,0.9412775780102228,Mn,,PROMISING
7,mp-558619,Li2Ti6PbO14,"Li,O,Pb,Ti",4.441406339791281,2.764,0.0,-3.205108132572464,True,1.0,0.8262473060752942,1,0.939186557126353,Ti,Pb,REVIEW
8,mp-6332,Li2TiSiO5,"Li,O,Si,Ti",2.9937525790871207,3.2153,0.0,-3.102775733333333,True,1.0,0.7862306009572334,1,0.9251807103350316,Ti,,PROMISING
9,mp-775865,Li2Ti3MnO8,"Li,Mn,O,Ti",3.647417117178673,2.3697,0.0,-3.0903400753284083,True,1.0,0.7813676830247687,1,0.923478689058669,"Mn, Ti",,PROMISING
10,mp-554685,Li2U3V2O15,"Li,O,U,V",5.127805167577444,2.2727,0.0,-3.07520563462121,True,1.0,0.7754494161277766,1,0.9214072956447218,V,U,REVIEW
11,mp-769637,Li5Ti6FeO16,"Fe,Li,O,Ti",3.503329795870849,2.6955,0.0,-3.0683376697023803,True,1.0,0.7727637239231429,1,0.9204673033731,"Fe, Ti",,PROMISING
12,mp-774797,Li2Ti3ZnO8,"Li,O,Ti,Zn",3.867060881097473,3.1268,0.0,-3.055663913869047,True,1.0,0.7678076987181083,1,0.918732694551338,Ti,,PROMISING
13,mp-867665,LiV3(OF3)2,"F,Li,O,V",3.700574841050288,1.4935000000000005,0.0,-3.051361403194444,True,1.0,0.7661252178790676,1,0.9181438262576735,V,,PROMISING
14,mp-6668,LiTiPO5,"Li,O,P,Ti",3.2641744031190925,3.0592,0.0,-3.0461979839136912,True,1.0,0.7641060819231524,1,0.9174371286731032,Ti,,PROMISING
15,mp-759849,Li2Ti6Zn3O16,"Li,O,Ti,Zn",4.122407635287762,2.8292,0.0,-3.0193851969135808,True,1.0,0.7536210410294127,1,0.9137673643602944,Ti,,PROMISING
16,mp-18640,LiTi2(PO4)3,"Li,O,P,Ti",2.8447677506328555,2.4404,0.0,-3.0181969082738096,True,1.0,0.7531563651648144,1,0.913604727807685,Ti,,PROMISING
17,mp-768110,Li2Ti3CoO8,"Co,Li,O,Ti",3.798857958366561,2.4416,0.0,-2.982573306904761,True,1.0,0.7392258879960211,1,0.9087290607986074,"Co, Ti",,PROMISING
18,mp-2931,Li2TiO3,"Li,O,Ti",3.4630378844458267,3.0338000000000003,0.0,-2.9819544033333343,True,1.0,0.7389838680502517,1,0.908644353817588,Ti,,PROMISING
19,mp-38280,LiTiO2,"Li,O,Ti",4.185257859783532,0.0,0.0,-2.979356947916666,True,1.0,0.7379681427448846,1,0.9082888499607096,Ti,,PROMISING
20,mp-765346,LiV(SiO3)2,"Li,O,Si,V",3.2405355298460496,2.1655,0.0,-2.9744452697083346,True,1.0,0.7360474492015004,1,0.9076166072205252,V,,PROMISING
21,mp-775326,Li2Ti3NiO8,"Li,Ni,O,Ti",3.827367244118316,2.7066,0.0,-2.958395378511906,True,1.0,0.7297711987865797,1,0.9054199195753028,"Ni, Ti",,PROMISING
22,mp-756275,LiTiCrO4,"Cr,Li,O,Ti",3.781342244669196,1.6508999999999996,0.0,-2.8864166684523807,True,1.0,0.7016241912244918,1,0.8955684669285722,"Cr, Ti",,PROMISING
23,mp-1223017,Li2TiCr(PO4)3,"Cr,Li,O,P,Ti",3.028601766151364,1.7711999999999994,0.0,-2.8408865457330834,True,1.0,0.6838198056301538,1,0.8893369319705539,"Cr, Ti",,PROMISING
24,mp-25423,LiVPO4F,"F,Li,O,P,V",3.1041441868381128,1.6248000000000002,0.0,-2.837667615059525,True,1.0,0.6825610547309564,1,0.8888963691558348,V,,PROMISING
25,mp-1199210,Li3MnP2(O3F2)2,"F,Li,Mn,O,P",2.7375184446447065,1.7227,0.0,-2.8025025071697978,True,1.0,0.6688098697364596,1,0.8840834544077608,Mn,,PROMISING
26,mp-18860,Li2VSiO5,"Li,O,Si,V",3.063754286888888,2.3621,0.0,-2.765965153518519,True,1.0,0.6545220731272853,1,0.8790827255945498,V,,PROMISING
27,mp-25448,LiCrPO4F,"Cr,F,Li,O,P",3.225401511779413,2.2771,0.0,-2.757145434122024,True,1.0,0.6510731545742391,1,0.8778756041009838,Cr,,PROMISING
28,mp-1222972,Li2TiFe(PO4)3,"Fe,Li,O,P,Ti",2.9133801887894184,2.3733000000000004,0.0,-2.756518660206767,True,1.0,0.6508280569597101,1,0.8777898199358986,"Fe, Ti",,PROMISING
29,mp-6396,Li3V2(PO4)3,"Li,O,P,V",2.890511685335785,1.9731000000000003,0.0,-2.727606636196428,True,1.0,0.6395221172202888,1,0.8738327410271011,V,,PROMISING
30,mp-849522,Li8V3P8O29,"Li,O,P,V",2.5947020252491955,1.0602000000000005,0.0,-2.7269130079960315,True,1.0,0.6392508764855536,1,0.8737378067699437,V,,PROMISING
31,mp-26227,LiVP2O7,"Li,O,P,V",3.040798075551861,2.1508,0.0,-2.718353710010822,True,1.0,0.6359037947593512,1,0.872566328165773,V,,PROMISING
32,mp-1539853,LiV(OF)2,"F,Li,O,V",3.251513807969693,2.216,0.0,-2.717074635555562,True,1.0,0.6354036174383781,1,0.8723912661034323,V,,PROMISING
33,mp-9172,Li4TiO4,"Li,O,Ti",2.6246173745431527,4.5573,0.0,-2.7075447612962966,True,1.0,0.6316769954605813,1,0.8710869484112035,Ti,,PROMISING
34,mp-753866,Li2VCr(P2O7)2,"Cr,Li,O,P,V",2.883802061227235,2.1866,0.0,-2.7031651750108225,True,1.0,0.6299643744898232,1,0.8704875310714382,"Cr, V",,PROMISING
35,mp-26975,Li9Cr3P8O29,"Cr,Li,O,P",2.685412577313761,3.2574,0.0,-2.701587921676384,True,1.0,0.6293475954242488,1,0.8702716583984871,Cr,,PROMISING
36,mp-1195536,CsLi5Mn(P2O7)2,"Cs,Li,Mn,O,P",2.8780444591025427,4.2638,0.0,-2.700472152612972,True,1.0,0.6289112780709727,1,0.8701189473248404,Mn,,PROMISING
37,mp-850951,Li3MnV(P2O7)2,"Li,Mn,O,P,V",2.779933719384088,2.1375,0.0,-2.6993697535435843,True,1.0,0.6284801890042635,1,0.8699680661514922,"Mn, V",,PROMISING
38,mp-777395,Li4MnV3(P2O7)4,"Li,Mn,O,P,V",2.858975022035684,0.4958,0.0,-2.692126323600164,True,1.0,0.6256476725945598,1,0.8689766854080959,"Mn, V",,PROMISING
39,mp-559240,Li2MnSiO4,"Li,Mn,O,Si",3.050189307241152,2.0890000000000004,0.0,-2.690084414012212,True,1.0,0.6248491914247021,1,0.8686972169986458,Mn,,PROMISING
40,mp-25812,LiV2P5O16,"Li,O,P,V",2.641761558722386,0.0330009916522859,0.0,-2.683900550064484,True,1.0,0.6224310143671293,1,0.8678508550284952,V,,PROMISING
41,mp-19103,LiCrP2O7,"Cr,Li,O,P",2.9225308100524967,2.7339,0.0,-2.674344235238095,True,1.0,0.6186940529036407,1,0.8665429185162742,Cr,,PROMISING
42,mp-26955,LiV(PO3)4,"Li,O,P,V",2.441837929349419,0.1221000000000001,0.0,-2.671968688994708,True,1.0,0.617765104357308,1,0.8662177865250579,V,,PROMISING
43,mp-1203394,Li2MnP2O7,"Li,Mn,O,P",2.9054140281896768,4.3677,0.0,-2.671244491990284,True,1.0,0.6174819098051534,1,0.8661186684318037,Mn,,PROMISING
44,mp-780606,Li3Cr2(PO4)3,"Cr,Li,O,P",2.9521620974600493,2.9721,0.0,-2.667552592696428,True,1.0,0.616038206281477,1,0.865613372198517,Cr,,PROMISING
45,mp-26963,LiVPO5,"Li,O,P,V",3.1963451833744623,1.5636,0.0,-2.666295293184524,True,1.0,0.6155465439713285,1,0.865441290389965,V,,PROMISING
46,mp-850939,Li2MnV(P2O7)2,"Li,Mn,O,P,V",2.859108553132692,0.0101000000000004,0.0,-2.664354146507688,True,1.0,0.6147874657640803,1,0.8651756130174281,"Mn, V",,PROMISING
47,mp-867580,Li2Cr5(Si2O7)2,"Cr,Li,O,Si",3.3805361287274347,2.7093,0.0,-2.660144944066666,True,1.0,0.6131414727636524,1,0.8645995154672783,Cr,,PROMISING
48,mp-26965,Li2CrP2O7,"Cr,Li,O,P",2.6523899218317872,3.7041,0.0,-2.6595338550793683,True,1.0,0.6129025086820183,1,0.8645158780387064,Cr,,PROMISING
49,mp-560157,LiMgVO4,"Li,Mg,O,V",3.083888522602418,3.4826,0.0,-2.6590563954761897,True,1.0,0.6127157998753427,1,0.86445052995637,V,,PROMISING
50,mp-1101601,LiV2(PO4)3,"Li,O,P,V",2.952054685039895,1.3092,0.0,-2.6549863170701067,True,1.0,0.6111242108126941,1,0.8638934737844429,V,,PROMISING
51,mp-1211546,KLi3TiO4,"K,Li,O,Ti",2.572338082874744,4.6824,0.0,-2.651131889231481,True,1.0,0.6096169511044885,1,0.863365932886571,Ti,,PROMISING
52,mp-774749,RbNa3Li12Ti4O16,"Li,Na,O,Rb,Ti",2.8087832384169107,4.3103,0.0,-2.643367490971423,True,1.0,0.6065807119671079,1,0.8623032491884878,Ti,,PROMISING
53,mp-26127,LiVPO4,"Li,O,P,V",3.433851294664072,2.6021,0.0,-2.642382814353741,True,1.0,0.606195657828444,1,0.8621684802399554,V,,PROMISING
54,mp-26019,LiMn(PO3)3,"Li,Mn,O,P",2.688341424235116,4.1567,0.0,-2.6337832480494945,True,1.0,0.6028328293254585,1,0.8609914902639105,Mn,,PROMISING
55,mp-18997,LiMnPO4,"Li,Mn,O,P",3.3213782913211096,3.4115,0.0,-2.633428733343891,True,1.0,0.6026941976649127,1,0.8609429691827194,Mn,,PROMISING
56,mp-26035,Li9Mn3P8O29,"Li,Mn,O,P",2.679569041556681,1.3497,0.0,-2.630352381855835,True,1.0,0.6014912018273055,1,0.860521920639557,Mn,,PROMISING
57,mp-1177781,Li2VFe(P2O7)2,"Fe,Li,O,P,V",2.8833714683635625,2.0322000000000005,0.0,-2.6290119879653684,True,1.0,0.6009670457686606,1,0.8603384660190312,"Fe, V",,PROMISING
58,mp-25410,LiMnPO4F,"F,Li,Mn,O,P",3.213775699261872,0.8695000000000002,0.0,-2.626758953863404,True,1.0,0.6000860051407695,1,0.8600301017992693,Mn,,PROMISING
59,mp-26977,LiMn2P3O10,"Li,Mn,O,P",3.2548102380582766,3.7862,0.0,-2.6215509486327493,True,1.0,0.5980494340145378,1,0.8593173019050883,Mn,,PROMISING
60,mp-777961,Li4V(BO3)2,"B,Li,O,V",2.6351398368747097,2.7351,0.0,-2.6151367372435907,True,1.0,0.5955411804444729,1,0.8584394131555655,V,,PROMISING
61,mp-1103771,BaLi2MnV2O8,"Ba,Li,Mn,O,V",3.9419453583773967,2.719707862167564,0.0,-2.607254220685552,True,1.0,0.5924587515848292,1,0.8573605630546902,"Mn, V",,PROMISING
62,mp-26005,LiMn6P7O24,"Li,Mn,O,P",3.316343127223728,3.5602,0.0,-2.5987176446952502,True,1.0,0.5891205552104478,1,0.8561921943236568,Mn,,PROMISING
63,mp-775982,Li3V2P4(HO8)2,"H,Li,O,P,V",2.917820813735784,0.7027999999999999,0.0,-2.597799440039682,True,1.0,0.5887614946859894,1,0.8560665231400962,V,,PROMISING
64,mp-759232,LiMnV(P2O7)2,"Li,Mn,O,P,V",2.892912619724983,1.3469000000000002,0.0,-2.594715559515989,True,1.0,0.5875555546469252,1,0.8556444441264238,"Mn, V",,PROMISING
65,mp-26983,LiMn(PO3)4,"Li,Mn,O,P",2.478519457932717,0.2727,0.0,-2.5749866137408777,True,1.0,0.5798406235865485,1,0.852944218255292,Mn,,PROMISING
66,mp-1222830,Li2InFe(P2O7)2,"Fe,In,Li,O,P",3.325825384461889,2.3707,0.0,-2.565649190995672,True,1.0,0.5761892590594214,1,0.8516662406707975,Fe,,PROMISING
67,mp-31924,LiMnP2O7,"Li,Mn,O,P",3.14403458381199,1.225,0.0,-2.565324869822736,True,1.0,0.5760624344678218,1,0.8516218520637376,Mn,,PROMISING
68,mp-18968,Li2FeSiO4,"Fe,Li,O,Si",3.3123144973695706,3.1236,0.0,-2.563266433645833,True,1.0,0.5752574906366605,1,0.8513401217228312,Fe,,PROMISING
69,mp-6113,LiTiAsO5,"As,Li,O,Ti",3.778513816683352,3.1654000000000004,0.0,-2.559215438333333,True,1.0,0.5736733639469682,1,0.850785677381439,Ti,,PROMISING
70,mp-26003,LiFe(PO3)3,"Fe,Li,O,P",2.784880836982868,4.067,0.0,-2.553984804090136,True,1.0,0.5716279438293247,1,0.8500697803402636,Fe,,PROMISING
71,mp-25977,LiFe(PO3)4,"Fe,Li,O,P",2.493968760026693,2.943,0.0,-2.549689882050264,True,1.0,0.5699484304977452,1,0.8494819506742108,Fe,,PROMISING
72,mp-677212,Ba3LiTa3Ti5O21,"Ba,Li,O,Ta,Ti",5.930844458284704,2.2708000000000004,0.0022602644318148,-3.4504181005151526,False,0.9547941016056832,0.9221748590562834,0,0.847897956552825,Ti,,POSSIBLE
73,mp-8294,Cs2Li2TiO4,"Cs,Li,O,Ti",4.234139850336224,3.9554,0.0,-2.526923392701148,True,1.0,0.5610456792905922,1,0.8463659877517072,Ti,,PROMISING
74,mp-753353,Sr4LiCu(CO5)2,"C,Cu,Li,O,Sr",4.355012399660262,1.0264000000000002,0.0,-2.526757375185186,True,1.0,0.5609807587568211,1,0.8463432655648874,,,REVIEW
75,mp-19294,LiFeP2O7,"Fe,Li,O,P",3.0717280197352737,2.5994,0.0,-2.525759379329004,True,1.0,0.5605904961793499,1,0.8462066736627725,Fe,,PROMISING
76,mp-753732,Li2CoSiO4,"Co,Li,O,Si",3.201994322156547,2.957,0.0,-2.511143563333333,True,1.0,0.5548750355519502,1,0.8442062624431825,Co,,PROMISING
77,mp-19219,Li3VO4,"Li,O,V",2.6975068595904634,4.0337,0.0,-2.502745246250001,True,1.0,0.5515909048102645,1,0.8430568166835926,V,,PROMISING
78,mp-26015,LiCo(PO3)3,"Co,Li,O,P",2.848661121364643,3.2647,0.0,-2.502126885518707,True,1.0,0.5513490971401155,1,0.8429721839990404,Co,,PROMISING
79,mp-26967,LiCr4(PO4)3,"Cr,Li,O,P",3.4772575324966684,2.6905,0.0,-2.498655774988096,True,1.0,0.5499917322432848,1,0.8424971062851497,Cr,,PROMISING
80,mp-26001,LiNi(PO3)3,"Li,Ni,O,P",3.2084076824715844,4.7448,0.0,-2.49768859694728,True,1.0,0.5496135208581931,1,0.8423647323003677,Ni,,PROMISING
81,mp-756415,LiNbFeO4,"Fe,Li,Nb,O",4.389968592291483,2.1149000000000004,0.0,-2.495743894047618,True,1.0,0.5488530520032008,1,0.8420985682011203,Fe,,PROMISING
82,mp-19340,LiVO2,"Li,O,V",4.253525959698289,1.7771,0.0,-2.493781042083333,True,1.0,0.5480854860238118,1,0.8418299201083341,V,,PROMISING
83,mp-753560,LiVPHO5,"H,Li,O,P,V",3.0602939757679755,1.9687,0.0,-2.4903931990806885,True,1.0,0.5467606825849096,1,0.8413662389047184,V,,PROMISING
84,mp-15472,Ba4LiCu(CO5)2,"Ba,C,Cu,Li,O",5.048542132390345,0.9265,0.0,-2.4817517396296305,True,1.0,0.543381471922267,1,0.8401835151727934,,,REVIEW
85,mp-19017,LiFePO4,"Fe,Li,O,P",3.6831458081236113,3.9224,0.0,-2.479896014710884,True,1.0,0.5426557975766458,1,0.8399295291518261,Fe,,PROMISING
86,mp-27007,LiFe2P3O10,"Fe,Li,O,P",3.3348522813751345,3.6982,0.0,-2.479408053891369,True,1.0,0.5424649823082763,1,0.8398627438078967,Fe,,PROMISING
87,mp-766393,Li7Ti11O24,"Li,O,Ti",3.526545956309802,0.0,0.0005131521428562,-3.2271573211904765,False,0.98973681870835,0.8348695594923929,0,0.8365595961119301,Ti,,POSSIBLE
88,mp-6412,Li2CuP2O7,"Cu,Li,O,P",2.713826642857556,0.0,0.0,-2.450907211746031,True,1.0,0.5313198337118749,1,0.8359619417991562,,,REVIEW
89,mp-753051,LiCrPHO5,"Cr,H,Li,O,P",3.3527264687991107,1.7705000000000002,0.0,-2.438222418247354,True,1.0,0.5263594922687522,1,0.8342258222940633,Cr,,PROMISING
90,mp-776870,Li2V3SnO8,"Li,O,Sn,V",4.483794361344485,1.2406,0.0,-2.4292323011904764,True,1.0,0.5228439403427073,1,0.8329953791199476,V,,PROMISING
91,mp-555420,NaLiTi3O7,"Li,Na,O,Ti",3.485530525602894,2.6234,0.000571300416686,-3.205351060601053,False,0.9885738375449274,0.8263423021797268,0,0.8329354164126146,Ti,,POSSIBLE
92,mp-26997,LiCo(PO3)4,"Co,Li,O,P",2.554507483140836,2.0482,0.0,-2.4287036091335983,True,1.0,0.5226371972750605,1,0.8329230190462712,Co,,PROMISING
93,mp-19373,LiVO3,"Li,O,V",3.0336977049513267,3.0342,0.0,-2.427956693666677,True,1.0,0.5223451187524212,1,0.8328207915633474,V,,PROMISING
94,mp-1291671,Li2V3CoO8,"Co,Li,O,V",4.040363216770921,0.0,0.0,-2.4252209340476187,True,1.0,0.521275310101752,1,0.8324463585356132,"Co, V",,PROMISING
95,mp-766101,Li2FeP2HO8,"Fe,H,Li,O,P",2.9784011096894107,2.3839,0.0,-2.4218931510501696,True,1.0,0.5199739929050875,1,0.8319908975167806,Fe,,PROMISING
96,mp-756117,Li2TiTeO6,"Li,O,Te,Ti",4.348690318191457,2.3234000000000004,0.0,-2.418253728166667,True,1.0,0.5185508100870171,1,0.831492783530456,Ti,,PROMISING
97,mp-756138,Li2V3SbO8,"Li,O,Sb,V",4.321034040202751,1.193,0.0,-2.4102358351190483,True,1.0,0.5154154427533055,1,0.8303954049636569,V,,PROMISING
98,mp-18793,LiCrO2,"Cr,Li,O",4.306529707465477,3.116940080407897,0.0,-2.408621853333333,True,1.0,0.5147843011631044,1,0.8301745054070865,Cr,,PROMISING
99,mp-758022,LiCoPO4,"Co,Li,O,P",2.985359227631822,3.2239,0.0,-2.404089948282313,True,1.0,0.5130121165041095,1,0.8295542407764384,Co,,PROMISING
100,mp-12185,LiCu(PO3)3,"Cu,Li,O,P",3.3693967798801934,0.6669,0.0,-2.402899126232993,True,1.0,0.5125464499591049,1,0.8293912574856868,,,REVIEW
101,mp-1205423,NaLiTi3O7,"Li,Na,O,Ti",3.4848684811033093,2.5955,0.0009962104166856,-3.2049261506010533,False,0.9800755229157456,0.8261761427004405,0,0.8282031875488143,Ti,,POSSIBLE
102,mp-777670,Li4V3Cr3(SnO8)2,"Cr,Li,O,Sn,V",4.556881580928642,1.017,0.0,-2.38737555297619,True,1.0,0.5064760142220861,1,0.8272666049777301,"Cr, V",,PROMISING
103,mp-17664,LiNi2P3O10,"Li,Ni,O,P",3.582110384037557,3.9647,0.0,-2.3824749510788683,True,1.0,0.5045596520290345,1,0.8265958782101621,Ni,,PROMISING
104,mp-25991,Li2Ni3(P2O7)2,"Li,Ni,O,P",3.511941328760288,4.0405,0.0,-2.381122719140788,True,1.0,0.5040308667457837,1,0.8264108033610243,Ni,,PROMISING
105,mp-558369,K2LiVO4,"K,Li,O,V",2.608957254445608,3.9761,0.0,-2.3762957272291665,True,1.0,0.5021432894645823,1,0.8257501513126039,V,,PROMISING
106,mp-19107,LiMnVO4,"Li,Mn,O,V",3.764986092781741,2.2182,0.0,-2.371862765180625,True,1.0,0.5004097960996755,1,0.8251434286348864,"Mn, V",,PROMISING
107,mp-19123,Rb2LiVO4,"Li,O,Rb,V",3.606254225225645,3.965,0.0,-2.367439304166667,True,1.0,0.4986800180790981,1,0.8245380063276844,V,,PROMISING
108,mp-541190,Cs2LiVO4,"Cs,Li,O,V",4.020440720320441,3.9955,0.0,-2.36551298970546,True,1.0,0.4979267399547512,1,0.8242743589841629,V,,PROMISING
109,mp-22417,LiNiPO4,"Li,Ni,O,P",3.7497306949661926,3.9579,0.0,-2.365048147210884,True,1.0,0.4977449650215912,1,0.8242107377575569,Ni,,PROMISING
110,mp-1222757,Li2MgTi9O20,"Li,Mg,O,Ti",3.530794061695674,2.7058,0.0039448421093748,-3.385399147864584,False,0.92110209360113,0.8967494388115871,0,0.820468455064677,Ti,,POSSIBLE
111,mp-777049,LiFeBO3,"B,Fe,Li,O",3.306399555781034,3.1611,0.0,-2.3321406179166666,True,1.0,0.4848765977623284,1,0.8197068092168149,Fe,,PROMISING
