rank,material_id,formula,elements,density,band_gap,energy_above_hull,formation_energy_per_atom,is_stable,hull_score,formation_score,stable_score,overall_score,battery_relevant_metals,flagged_elements,screening_status
389,mp-754791,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.21773932469392,3.0229,0.0026920588888881,-2.451327890186782,False,0.9461580959777875,0.5314843384556143,0,0.7064064712472482,"Fe, Mn",,POSSIBLE
390,mp-777802,Li8MnFe7(BO3)8,"B,Fe,Li,Mn,O",3.280356234955605,3.1564999999999994,0.0014833929687485,-2.3535095995402284,False,0.9703317404458528,0.4932328587574907,0,0.7063139578103409,"Fe, Mn",,POSSIBLE
391,mp-1177528,Li3Ti7O14,"Li,O,Ti",3.636369350976392,0.0,0.0128402148958333,-3.266100809722223,False,0.7431922381417212,0.8500982662209611,0,0.706290124155283,Ti,,POSSIBLE
392,mp-850743,Li8MnFe7(BO3)8,"B,Fe,Li,Mn,O",3.28680921883834,3.1002,0.0014952904687488,-2.353497702040229,False,0.970093787236224,0.49322820628425,0,0.7061814551794108,"Fe, Mn",,POSSIBLE
393,mp-562404,Li2Co3(SeO3)4,"Co,Li,O,Se",4.219595096280568,2.6422,0.0,-1.4996215740972216,True,1.0,0.1593231139253802,1,0.7057630898738831,Co,,PROMISING
394,mp-756268,Li2FeNi(PO4)2,"Fe,Li,Ni,O,P",3.605742550597304,3.0236,0.0023656098214281,-2.420106471139456,False,0.9526871653940892,0.5192753183537333,0,0.7057243023905557,"Fe, Ni",,POSSIBLE
395,mp-2348641,LiNiO2,"Li,Ni,O",4.635450962098701,0.0180000000000002,0.0,-1.4979912991666673,True,1.0,0.1586856009613295,1,0.7055399603364654,Ni,,PROMISING
396,mp-752913,Li2FeSiO4,"Fe,Li,O,Si",3.0786169025597885,3.0269000000000004,0.0041895659375006,-2.559076867708333,False,0.9162075510187646,0.5736191764180928,0,0.704680864806653,Fe,,POSSIBLE
397,mp-779056,Li2FeP2O7,"Fe,Li,O,P",2.806767257322583,3.9628,0.0043621793055539,-2.570515454246031,False,0.912755237091295,0.5780921932519583,0,0.7043476480383977,Fe,,POSSIBLE
398,mp-778083,Li8MnFe7(BO3)8,"B,Fe,Li,Mn,O",3.2881440292397257,3.1706000000000003,0.0016682171354149,-2.353324775373562,False,0.966635207251979,0.4931605839527253,0,0.7042555683720424,"Fe, Mn",,POSSIBLE
399,mp-1218301,SrLiTi4CrO11,"Cr,Li,O,Sr,Ti",4.195097407821593,2.2290999999999994,0.0130859130555549,-3.2690899431481486,False,0.7382782086645917,0.8512671557589098,0,0.7039965192811439,"Cr, Ti",,POSSIBLE
400,mp-762322,LiTi2(PO4)3,"Li,O,P,Ti",2.793448669161382,2.4778,0.0098561188888606,-3.00834078938492,False,0.8028749633093167,0.7493021664348151,0,0.7038369880723095,Ti,,POSSIBLE
401,mp-775484,Ba6Li2Ti16O39,"Ba,Li,O,Ti",4.494637601703861,2.3147,0.0155769353968491,-3.4656044776984127,False,0.6884570898284635,0.92811343551958,0,0.703491101837508,Ti,,POSSIBLE
402,mp-1177332,Li4MnFe3(BO3)4,"B,Fe,Li,Mn,O",3.2853676691021247,0.0,0.002023515104164,-2.375821851997126,False,0.9595291520272446,0.501957982312944,0,0.7034263274245149,"Fe, Mn",,POSSIBLE
403,mp-771063,Li4Fe3Ni(PO4)4,"Fe,Li,Ni,O,P",3.5292189865040497,3.044,0.002965603482143,-2.448218444353742,False,0.9406871303177798,0.5302684011971651,0,0.7029718620937867,"Fe, Ni",,POSSIBLE
404,mp-1177388,Li4MnFe3(BO3)4,"B,Fe,Li,Mn,O",3.2655855447704067,3.1160999999999994,0.0020889898958316,-2.375756377205459,False,0.95821963853057,0.5019323786385429,0,0.7026971337153036,"Fe, Mn",,POSSIBLE
405,mp-772151,Li2Ti4O9,"Li,O,Ti",3.843823585615433,2.8924,0.0134158558333332,-3.284199176666668,False,0.7316792640994159,0.8571755654782754,0,0.7024350431720752,Ti,,POSSIBLE
406,mp-1302892,Li2V3CrO8,"Cr,Li,O,V",3.831395704747852,1.1102,0.0035101303125042,-2.487203856190476,False,0.9297964468119904,0.5455135018786331,0,0.7023177714041164,"Cr, V",,POSSIBLE
407,mp-775204,Li2V3WO8,"Li,O,V,W",5.205218587323644,1.4997000000000005,0.0027574171428614,-2.421827291190477,False,0.944850913266438,0.5199482386512634,0,0.7016498858244831,V,,POSSIBLE
408,mp-26143,Li3Mn3(PO4)4,"Li,Mn,O,P",2.976942982515313,1.0226,0.0041769780768872,-2.534774449898636,False,0.9164593116268958,0.5641158060839916,0,0.7014931535241897,Mn,,POSSIBLE
409,mp-26989,LiCoPO4,"Co,Li,O,P",3.059880434677717,3.138,0.0025248721428514,-2.401565076139456,False,0.9495018760009698,0.5120247746187169,0,0.7014347029170843,Co,,POSSIBLE
410,mp-849384,Li11V8(PO4)12,"Li,O,P,V",2.8720315738211184,0.7162999999999999,0.0064429149129816,-2.7143578559795056,False,0.8711399636167263,0.6343412308631179,0,0.7011464107912908,V,,POSSIBLE
411,mp-19445,LiLa4NiO8,"La,Li,Ni,O",6.7518343983033295,1.5155385504382322,0.0123398584523783,-3.1841783123809537,False,0.7531995019934146,0.8180627775290562,0,0.7005816982315477,Ni,,POSSIBLE
412,mp-768041,Li4MnCr3(PO4)4,"Cr,Li,Mn,O,P",3.2952729932644944,1.9098,0.0048485815401813,-2.5820512346369924,False,0.9030270611806206,0.5826032173815997,0,0.7005760097329012,"Cr, Mn",,POSSIBLE
413,mp-1275513,Li2V3CrO8,"Cr,Li,O,V",3.833340089437843,1.0953,0.0037363985267901,-2.486977587976189,False,0.9252710214852472,0.5454250205327835,0,0.6997978190033602,"Cr, V",,POSSIBLE
414,mp-756125,Li2MnFe(BO3)2,"B,Fe,Li,Mn,O",3.2476951183488367,3.1446,0.00295504020833,-2.4205950760775843,False,0.9408983986437246,0.5194663855022971,0,0.6993073541798525,"Fe, Mn",,POSSIBLE
415,mp-778260,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.189349505651609,2.6031,0.0037225581249957,-2.480767223740421,False,0.9255478332549,0.5429964806358761,0,0.6991000765127517,"Fe, Mn",,POSSIBLE
416,mp-778004,Li8MnFe7(BO3)8,"B,Fe,Li,Mn,O",3.274350360367186,3.1457999999999995,0.0021319679687481,-2.352861024540229,False,0.9573600654779222,0.4929792359096449,0,0.699090768581233,"Fe, Mn",,POSSIBLE
417,mp-9158,LiCuO2,"Cu,Li,O",4.607173189052811,0.3778000000000001,0.0,-1.4505814108333328,True,1.0,0.1401461399966562,1,0.6990511489988297,,,REVIEW
418,mp-850228,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.190956332635607,2.6117000000000004,0.0037343620138852,-2.480755419851532,False,0.925311752292741,0.5429918647689129,0,0.6989686164301271,"Fe, Mn",,POSSIBLE
419,mp-774368,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.187704891525263,2.6076,0.00373755256944,-2.4807522292959763,False,0.9252479403209196,0.5429906171139982,0,0.6989330831664053,"Fe, Mn",,POSSIBLE
420,mp-774303,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.189430895797272,2.6116,0.0037391110416624,-2.4807506708237543,False,0.9252167704560382,0.542990007679217,0,0.698915726438547,"Fe, Mn",,POSSIBLE
421,mp-774370,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.190484894813787,2.6092000000000004,0.0037476775694402,-2.4807421042959765,False,0.9250454375894654,0.5429866577703073,0,0.6988203208938136,"Fe, Mn",,POSSIBLE
422,mp-778398,Li4MnFe3(BO3)4,"B,Fe,Li,Mn,O",3.262968639686323,3.1372,0.0024653528124973,-2.3753800142887926,False,0.9506922786647524,0.5017852033161075,0,0.6985055744262514,"Fe, Mn",,POSSIBLE
423,mp-766044,SrLiLa3FeO8,"Fe,La,Li,O,Sr",6.152774919949476,0.9437000000000006,0.0114530547321374,-3.0953088920238097,False,0.7709358156338165,0.7833107203615648,0,0.6981734507251468,Fe,,POSSIBLE
424,mp-1221254,Na3LiFe4(SiO3)8,"Fe,Li,Na,O,Si",3.403948896674754,2.7673999999999994,0.0069402739791701,-2.7315718846867822,False,0.861192648118974,0.6410727129332608,0,0.698031405992077,Fe,,POSSIBLE
425,mp-1303832,LiV3Zn2O8,"Li,O,V,Zn",4.603599924306971,1.231,0.0018061164285585,-2.318190333095238,False,0.9638771841876193,0.4794213906318129,0,0.697929938024325,V,,POSSIBLE
426,mp-779070,Li2NiP2O7,"Li,Ni,O,P",2.9449557303260505,4.312200000000001,0.004232519722227,-2.50775682424603,False,0.9153484637364708,0.5535506637950474,0,0.6971843873833257,Ni,,POSSIBLE
427,mp-1222845,Li2Ti4Ni(PO5)4,"Li,Ni,O,P,Ti",3.321380946911396,2.9379,0.0098288443548355,-2.957115782857144,False,0.8034204613477481,0.7292708176524746,0,0.6971260399196276,"Ni, Ti",,POSSIBLE
428,mp-780938,Li4MnFe3(BO3)4,"B,Fe,Li,Mn,O",3.2702272965021244,3.2324,0.0025938555208302,-2.37525151158046,False,0.94812218983155,0.5017349528086978,0,0.6970744378903968,"Fe, Mn",,POSSIBLE
429,mp-754348,Li2CrFeO4,"Cr,Fe,Li,O",4.1286525750595136,1.9762,0.0001503091666661,-2.177026989583334,False,0.9969937761173427,0.4242199888001701,0,0.6968235729445982,"Cr, Fe",,POSSIBLE
430,mp-1222491,LiTiSn(PO4)3,"Li,O,P,Sn,Ti",3.249432503882478,2.512277378312892,0.0074962237499995,-2.7661006744775136,False,0.8500735027222212,0.6545750680955821,0,0.6966417003306754,Ti,,POSSIBLE
431,mp-1196748,LiMn3H6(SeO3)8,"H,Li,Mn,O,Se",3.522537803986602,1.6130999999999998,0.0,-1.432949485318487,True,1.0,0.1332512409301112,1,0.696637934325539,Mn,,PROMISING
432,mp-5127,LiCuO,"Cu,Li,O",4.289470405864194,1.4376000000000002,0.0,-1.432946590277778,True,1.0,0.1332501088351812,1,0.6966375380923134,,,REVIEW
433,mp-772521,Li8TiO6,"Li,O,Ti",2.355379171348115,3.9916,0.0035244373333336,-2.445641585,False,0.9295103025357564,0.5292607299058038,0,0.6964719218616974,Ti,,POSSIBLE
434,mp-779891,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.19077801464386,2.6001000000000003,0.003965211458329,-2.480524570407088,False,0.920694701126948,0.5429015919500043,0,0.696397642802323,"Fe, Mn",,POSSIBLE
435,mp-25447,LiCrPO4,"Cr,Li,O,P",3.2915125733648134,2.2509,0.0050387888392791,-2.566351388282313,False,0.8992228638858958,0.5764638507035454,0,0.6963349228834836,Cr,,POSSIBLE
436,mp-778476,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.190292077089816,2.6044,0.0039790692361076,-2.480510712629309,False,0.9204175418329236,0.5428961729174098,0,0.6962433085292015,"Fe, Mn",,POSSIBLE
437,mp-757477,Li4MnV3(PO4)4,"Li,Mn,O,P,V",3.2978799826475744,0.7046000000000001,0.0059184051785727,-2.634225888922706,False,0.8816302998034002,0.6030059223969413,0,0.6959487377307996,"Mn, V",,POSSIBLE
438,mp-774362,Li6Mn5Fe(BO3)6,"B,Fe,Li,Mn,O",3.1889007529289928,2.6042,0.0040239620138855,-2.480465819851532,False,0.919519674166512,0.5428786177631907,0,0.6957433370086985,"Fe, Mn",,POSSIBLE
439,mp-753087,LiVP2(HO4)2,"H,Li,O,P,V",2.7887665099577497,1.9418,0.0032371988644648,-2.4134334046513604,False,0.9352551494022784,0.516665840457458,0,0.6952233763313633,V,,POSSIBLE
440,mp-753828,Li2CoSiO4,"Co,Li,O,Si",3.246784762003227,2.7203,0.0044052881249996,-2.506738275208334,False,0.9118930490727912,0.5531523639721874,0,0.6951445043803007,Co,,POSSIBLE
441,mp-26184,LiFe2P5O16,"Fe,Li,O,P",2.7110787153648146,2.5641,0.0042814547222231,-2.4960688936061506,False,0.9143697505352136,0.5489801418749715,0,0.6950464124506074,Fe,,POSSIBLE
442,mp-643154,Li3V2(PO4)3,"Li,O,P,V",2.8660855867579977,2.0469,0.0070985225000068,-2.720508113696428,False,0.8580276350110825,0.6367462663287972,0,0.6947763924711744,V,,POSSIBLE
443,mp-759481,Li2V2(PO4)3,"Li,O,P,V",2.893141839786241,0.8700000000000001,0.0067286589693065,-2.690546230031328,False,0.8654250054042344,0.6250297828658602,0,0.69474417697538,V,,POSSIBLE
444,mp-764774,LiTi2V3O12,"Li,O,Ti,V",2.8532415414086763,2.3032,0.0074438599999915,-2.747048690972223,False,0.8511207918487003,0.6471248606196116,0,0.6946101367336492,"Ti, V",,POSSIBLE
445,mp-26095,Li2Mn(PO3)4,"Li,Mn,O,P",2.747546829720957,4.4103,0.0062136591666792,-2.645712758719428,False,0.8757251403897547,0.6074978202201402,0,0.6942730642914142,Mn,,POSSIBLE
446,mp-26251,LiVP2O7,"Li,O,P,V",3.175536819013009,2.0224,0.0070302779545592,-2.7113234320562767,False,0.8593925443305614,0.633154630644205,0,0.6942700201072806,V,,POSSIBLE
447,mp-26985,Li2Fe3(P2O7)2,"Fe,Li,O,P",3.2918323534401224,4.015599999999999,0.0041256169565189,-2.4754309467494817,False,0.9174865478900988,0.5409097493136122,0,0.6939360135993187,Fe,,POSSIBLE
448,mp-1223507,Li5CrFe4(P2O7)5,"Cr,Fe,Li,O,P",2.9471559278812047,2.4695,0.0050865355454536,-2.550389814965368,False,0.8982679168816399,0.5702221366677794,0,0.6936251021186248,"Cr, Fe",,POSSIBLE
449,mp-758209,Li2FeSiO4,"Fe,Li,O,Si",3.063633175684299,3.0894000000000004,0.0051958290625,-2.558070604583333,False,0.8960820170562863,0.5732256809558179,0,0.6934740977154937,Fe,,POSSIBLE
450,mp-532743,Li2Ti4Ni(PO5)4,"Li,Ni,O,P,Ti",3.336417528965005,2.9864999999999995,0.0101659579032222,-2.9567786693087568,False,0.7966780994359248,0.7291389906499083,0,0.6933716014172266,"Ni, Ti",,POSSIBLE
451,mp-770967,Li2MnP2O7,"Li,Mn,O,P",2.70856887974045,4.0774,0.0065666643749722,-2.6646778276152845,False,0.8686649409926669,0.6149140400605033,0,0.692985631567143,Mn,,POSSIBLE
452,mp-552307,Li2Co(WO4)2,"Co,Li,O,W",6.601208652553051,2.6607,0.000224318846147,-2.151807988205128,False,0.9955135625619213,0.4143581918616916,0,0.6925578265606488,Co,,POSSIBLE
453,mp-778744,Li2MnNi(PO4)2,"Li,Mn,Ni,O,P",3.524626031694225,3.0241,0.0044946675000003,-2.494743772777387,False,0.9101054374606468,0.5484619582904499,0,0.6925196760050132,"Mn, Ni",,POSSIBLE
454,mp-25422,LiVPO4,"Li,O,P,V",3.308582464353853,1.2636000000000005,0.0062794200000277,-2.636103394353741,False,0.8744099059822961,0.6037401139310977,0,0.6922344881661471,V,,POSSIBLE
455,mp-775252,Li8Mn3Fe5(BO3)8,"B,Fe,Li,Mn,O",3.253465459316764,3.0354,0.0033414043229145,-2.397356337370689,False,0.9331710121214788,0.5103789629356044,0,0.6918766936942748,"Fe, Mn",,POSSIBLE
456,mp-754863,Li2MnFe(BO3)2,"B,Fe,Li,Mn,O",3.2454050346651675,3.1274999999999995,0.0036299585416612,-2.419920157744253,False,0.9273998499024454,0.5192024611916731,0,0.6917907788634305,"Fe, Mn",,POSSIBLE
457,mp-25407,LiFePO4F,"F,Fe,Li,O,P",3.235971264819584,2.1778000000000004,0.0052488571874995,-2.549539476622024,False,0.8950214402507468,0.5698896150129644,0,0.6917231573924483,Fe,,POSSIBLE
458,mp-758184,LiFe(PO3)3,"Fe,Li,O,P",3.026943324927202,4.0098,0.0052449112499992,-2.548739892840137,False,0.8951003600652597,0.5695769407411321,0,0.6916571272952892,Fe,,POSSIBLE
459,mp-754758,Li2FeO2F,"F,Fe,Li,O",3.628175710342034,1.8356,0.0027761770833345,-2.3486468061111108,False,0.9444757093960532,0.4913312814256789,0,0.6914275886668169,Fe,,POSSIBLE
460,mp-758770,Li2Mg3Ti6O16,"Li,Mg,O,Ti",3.4329272899935828,3.3131,0.0146283276851963,-3.300521523765432,False,0.7074294999701437,0.8635583587631229,0,0.6913316505506721,Ti,,POSSIBLE
461,mp-26025,Li2FeP2O7,"Fe,Li,O,P",2.549426506773456,4.4681,0.0055397570138868,-2.569337876537698,False,0.88920336524612,0.5776317058573665,0,0.6912329479354442,Fe,,POSSIBLE
462,mp-774378,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.2110236641405616,2.6337,0.004066909722221,-2.4499530393534497,False,0.9186607084136758,0.5309467081372806,0,0.6910947374755699,"Fe, Mn",,POSSIBLE
463,mp-778158,Li8Mn3Fe5(BO3)8,"B,Fe,Li,Mn,O",3.2478704075302955,0.0,0.0034141066145823,-2.3972836350790216,False,0.931716946675017,0.5103505329741387,0,0.691067007212208,"Fe, Mn",,POSSIBLE
464,mp-1101535,Li2MnP2O7,"Li,Mn,O,P",2.77021272344844,4.2662,0.0067471699999721,-2.664497321990285,False,0.8650547797971485,0.614843454005437,0,0.6909753377903347,Mn,,POSSIBLE
465,mp-1176891,Li8Mn3Fe5(BO3)8,"B,Fe,Li,Mn,O",3.273662593161351,3.0592,0.003437243697915,-2.3972604979956884,False,0.9312541987666056,0.5103414853035287,0,0.6908093291778682,"Fe, Mn",,POSSIBLE
466,mp-778883,Li8Mn3Fe5(BO3)8,"B,Fe,Li,Mn,O",3.252931990270536,3.1764,0.003438856614581,-2.3972588850790224,False,0.9312219399981644,0.5103408545784497,0,0.690791366101448,"Fe, Mn",,POSSIBLE
467,mp-766022,Li4FeNi3(PO4)4,"Fe,Li,Ni,O,P",3.688002769080319,3.0109000000000004,0.0033572586607135,-2.3904028554251715,False,0.9328539210884288,0.5076598296149119,0,0.690750596963855,"Fe, Ni",,POSSIBLE
468,mp-757417,Li4Mn3Ni(PO4)4,"Li,Mn,Ni,O,P",3.4529792851313146,2.7518,0.0054782673214228,-2.56085531948921,False,0.8904331756836508,0.5743146333897967,0,0.6907483683124368,"Mn, Ni",,POSSIBLE
469,mp-766002,LiVCr(P2O7)2,"Cr,Li,O,P,V",2.879540919811048,1.3979,0.006537007857128,-2.6451785681859405,False,0.8692580793500748,0.6072889269936121,0,0.6906430680903055,"Cr, V",,POSSIBLE
470,mp-26262,LiCu(PO3)4,"Cu,Li,O,P",2.6979237480549494,0.6922,0.0027846699073981,-2.342573588716932,False,0.9443058506236476,0.4889563722924256,0,0.6905029481453551,,,REVIEW
471,mp-764346,Li2FeSiO4,"Fe,Li,O,Si",3.0654656878122344,2.9932,0.0054634459375,-2.557802987708333,False,0.8907296073605141,0.5731210303695802,0,0.6904936446776359,Fe,,POSSIBLE
472,mp-766037,Li4ScFe3(SiO3)8,"Fe,Li,O,Sc,Si",3.213224367626456,2.7686,0.0097388864791607,-2.9005095858333334,False,0.8052196431294383,0.7071351742883104,0,0.6903681147220997,Fe,,POSSIBLE
473,mp-753902,LiFeBO3,"B,Fe,Li,O",3.2539359830265244,3.5156,0.0026569483333327,-2.329483669583334,False,0.946860316560771,0.4838376079725899,0,0.6901163368988306,Fe,,POSSIBLE
474,mp-1316064,Li2V3SbO8,"Li,O,Sb,V",4.304835458299349,1.1102,0.0036291182142864,-2.4066067169047622,False,0.9274166566766388,0.5139962895379069,0,0.6899778625104189,V,,POSSIBLE
475,mp-752490,LiVFe(P2O7)2,"Fe,Li,O,P,V",2.883357243961273,1.6782,0.0056562771428136,-2.56822913628118,False,0.8868729312336144,0.5771981370929526,0,0.6897994601610213,"Fe, V",,POSSIBLE
476,mp-1210849,Li2Fe(WO4)2,"Fe,Li,O,W",6.436319437074084,2.9101,0.0010667169230735,-2.199146546666668,False,0.978665373767245,0.4328697595445993,0,0.6897703714125946,Fe,,POSSIBLE
477,mp-1101530,LiMnP2O7,"Li,Mn,O,P",2.8937387455234527,1.2990000000000002,0.0055699890909091,-2.5597548807318264,False,0.8885987155498799,0.5738843108958249,0,0.6895888023659726,Mn,,POSSIBLE
478,mp-779087,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.210730540430898,2.6445,0.0042045316666659,-2.4498154174090043,False,0.9159082323981108,0.5308928915864171,0,0.6895620398742071,"Fe, Mn",,POSSIBLE
479,mp-778859,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.213330236582794,2.6271,0.0042127252777772,-2.4498072237978925,False,0.9157443579654708,0.5308896875051862,0,0.6894707875078242,"Fe, Mn",,POSSIBLE
480,mp-1223005,Li3FeNi2(PO4)3,"Fe,Li,Ni,O,P",3.661292374086604,3.4838,0.0036052747619024,-2.3997254949489792,False,0.9278935321566354,0.5113054132181499,0,0.689298337312502,"Fe, Ni",,POSSIBLE
481,mp-1222629,Li4ScFe3(SiO3)8,"Fe,Li,O,Sc,Si",3.20767136638185,2.8003,0.0098457718541586,-2.900402700458335,False,0.8030819067947059,0.7070933771589111,0,0.6891777307427072,Fe,,POSSIBLE
482,mp-765981,LiVFe(P2O7)2,"Fe,Li,O,P,V",2.8692956578599635,1.6041,0.005766721190433,-2.5681186922335604,False,0.884664020486419,0.5771549483578258,0,0.6885694431927695,"Fe, V",,POSSIBLE
483,mp-755639,Li4MnFe3(BO3)4,"B,Fe,Li,Mn,O",3.2702613959207283,3.2715,0.0033907830208308,-2.374454584080459,False,0.93218342484212,0.5014233172660435,0,0.6881990447062812,"Fe, Mn",,POSSIBLE
484,mp-754509,LiCoNiO4,"Co,Li,Ni,O",4.791809913694271,0.0,0.0,-1.3700531340476192,True,1.0,0.1086558560811079,1,0.6880295496283878,"Co, Ni",,PROMISING
485,mp-19440,LiVO3,"Li,O,V",2.5050258574866144,2.9435,0.0040143570000079,-2.423180044166668,False,0.9197117770352364,0.5204772276845344,0,0.688008507058967,V,,POSSIBLE
486,mp-849570,Li2V3SbO8,"Li,O,Sb,V",4.322442690874567,2.0776000000000003,0.0038463908928569,-2.406389444226192,False,0.9230711444909552,0.5139113258629301,0,0.6875580935220509,V,,POSSIBLE
487,mp-755710,Li2MnFe(BO3)2,"B,Fe,Li,Mn,O",3.2313837555560623,3.105,0.0040130664583299,-2.4195370498275843,False,0.9197375882169496,0.5190526482620075,0,0.6875241004110249,"Fe, Mn",,POSSIBLE
488,mp-530600,Li14Ti21O48,"Li,O,Ti",3.434965267156864,0.0,0.0140399738855467,-3.221947902610442,False,0.7191967346850282,0.8328324356811292,0,0.6870495565651608,Ti,,POSSIBLE
489,mp-776618,Li4VCr3O8,"Cr,Li,O,V",4.046568796883829,1.9194,0.0041591859374996,-2.4257524645833337,False,0.9168151592144844,0.5214831631460185,0,0.6867674446690728,"Cr, V",,POSSIBLE
490,mp-26091,LiVPO5,"Li,O,P,V",3.179547443759551,1.4998,0.0070699674999996,-2.659225325684524,False,0.8585987427145908,0.6127818594066614,0,0.6867029592853564,V,,POSSIBLE
491,mp-780294,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.216253667931523,2.6411,0.0045115533333319,-2.449508395742338,False,0.909767716238675,0.5307728319025711,0,0.6861427350971712,"Fe, Mn",,POSSIBLE
492,mp-769380,Li2TiSn3(PO4)6,"Li,O,P,Sn,Ti",3.41166594172271,2.7486999999999995,0.0069845684027791,-2.6443123248015863,False,0.8603067476973603,0.6069501857315103,0,0.6856012762395768,Ti,,POSSIBLE
493,mp-766000,LiVCr(P2O7)2,"Cr,Li,O,P,V",2.883906370416894,1.4875,0.0069963140476039,-2.6447192619954643,False,0.860071831632208,0.6071093170116333,0,0.6855277683517861,"Cr, V",,POSSIBLE
494,mp-773055,Li3Mg3Ti6O16,"Li,Mg,O,Ti",3.475248266853993,0.0,0.0144359794642827,-3.2376800508928576,False,0.7112765162787471,0.8389844339081999,0,0.6848466358211809,Ti,,POSSIBLE
495,mp-779006,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.206204833670045,2.6427,0.0046405438888879,-2.4493794051867823,False,0.9071878703294028,0.5307223906243145,0,0.6847061653996815,"Fe, Mn",,POSSIBLE
496,mp-585338,Li3Mn3(PO4)4,"Li,Mn,O,P",2.9435846745277443,0.7289000000000001,0.0056962966025277,-2.533255131372996,False,0.8860725312431681,0.5635216822104874,0,0.6845724809574131,Mn,,POSSIBLE
497,mp-27503,LiV3O8,"Li,O,V",3.5559254028549288,1.793,0.0033483862500052,-2.343562962777778,False,0.9330313716961304,0.4893432633488135,0,0.6844373966049564,V,,POSSIBLE
498,mp-581162,Li3VO4,"Li,O,V",2.6299764801248373,3.939,0.0052684393749995,-2.4974768068750013,False,0.8946297912180038,0.5495307011360687,0,0.6843821305675262,V,,POSSIBLE
499,mp-705884,LiFePHO5,"Fe,H,Li,O,P",3.1905166058914896,2.327,0.0020354591666684,-2.2375727857473544,False,0.9592902675549726,0.4478961977940792,0,0.6843733163831627,Fe,,POSSIBLE
500,mp-25993,Li3Fe2(PO4)3,"Fe,Li,O,P",2.9999704152134568,2.5937,0.0053957850000001,-2.506846264196428,False,0.8920828443635973,0.5531945926653938,0,0.6842636718328664,Fe,,POSSIBLE
501,mp-780297,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.3928931968985085,2.6528,0.0046844511111121,-2.4493354979645585,False,0.9063097140399414,0.5307052208679387,0,0.6842171700257463,"Fe, Mn",,POSSIBLE
502,mp-26017,LiCoPO4,"Co,Li,O,P",3.0394973429243786,0.7424999999999997,0.0040751146428519,-2.400014833639456,False,0.9184966077875928,0.5114185580397522,0,0.6841696295970893,Co,,POSSIBLE
503,mp-19251,RbLiCrO4,"Cr,Li,O,Rb",3.0616509715560007,2.976,0.0002349357142863,-2.090410020119048,False,0.9953012223349924,0.3903487441988124,0,0.6840377327538302,Cr,,POSSIBLE
504,mp-779888,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.2112596328741434,2.6541999999999994,0.0047041299999985,-2.449315819075672,False,0.9059161309533832,0.530697525511439,0,0.6839980059533644,"Fe, Mn",,POSSIBLE
505,mp-757728,Li2Cr3(SiO3)4,"Cr,Li,O,Si",2.9096304488077,2.1737,0.008848656587304,-2.782306284603175,False,0.8230244811264444,0.6609122118201364,0,0.6839827387565922,Cr,,POSSIBLE
506,mp-771281,Li5V4(PO4)6,"Li,O,P,V",2.8792589521748484,0.9077,0.0079172013621784,-2.705903194859585,False,0.841653836910305,0.631035066994934,0,0.6837718837488946,V,,POSSIBLE
507,mp-753589,Li2VCrO4,"Cr,Li,O,V",3.994523612214485,1.6276000000000002,0.0046980243749992,-2.4465034233333345,False,0.906038245100501,0.529597748589045,0,0.6836802468114414,"Cr, V",,POSSIBLE
508,mp-775329,Na3Li2Fe5(SiO3)10,"Fe,Li,Na,O,Si",3.374610537694544,2.7301999999999995,0.0082989869666558,-2.735667297716092,False,0.8340180218253591,0.6426742090063431,0,0.6836458851561676,Fe,,POSSIBLE
509,mp-779905,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.220151475960918,2.6487000000000003,0.0047483927777776,-2.4492715562978926,False,0.9050308634569046,0.5306802167163821,0,0.6835050507520314,"Fe, Mn",,POSSIBLE
510,mp-769611,Li4V3CrO8,"Cr,Li,O,V",3.961235263556794,1.9372,0.005031964375,-2.467459280520833,False,0.8993593550125331,0.5377924588059794,0,0.682875005838986,"Cr, V",,POSSIBLE
511,mp-778493,Li3Mn2Fe(BO3)3,"B,Fe,Li,Mn,O",3.2117052164404125,2.6594999999999995,0.004823786666666,-2.449196162409004,False,0.9035229653399108,0.5306507342158077,0,0.6826653879124837,"Fe, Mn",,POSSIBLE
512,mp-686745,Ba3LiTi5Nb3O21,"Ba,Li,Nb,O,Ti",4.8587427868568,2.1934000000000005,0.0158968418181881,-3.3383220987878794,False,0.6820588750996105,0.8783401334035441,0,0.6825514279960263,Ti,,POSSIBLE
