material_id,formula,elements,density,band_gap,energy_above_hull,formation_energy_per_atom,is_stable
mp-1174262,Li4Mn3CoO8,"Co,Li,Mn,O",4.101372365686587,0.015600000000000058,0.0448279185937519,-2.011628230445403,False
mp-1174288,Li4Mn3O7,"Li,Mn,O",3.9033966068472528,0.9137,0.026384535714273127,-2.1421608994376027,False
mp-1174308,Li4Mn3O7,"Li,Mn,O",3.8866535158190247,0.8441999999999998,0.02891549964284401,-2.139629935509032,False
mp-1174294,Li4Mn3O7,"Li,Mn,O",3.8833550040768876,0.8471000000000002,0.028428437857130007,-2.1401169972947462,False
mp-1174296,Li4Mn3O7,"Li,Mn,O",3.922284196982723,0.9933000000000001,0.023999256785701917,-2.144546178366174,False
mp-1174326,Li4Mn3O7,"Li,Mn,O",3.9313620302043035,0.5547999999999997,0.0476925224999869,-2.120852912651889,False
mp-1174287,Li4Mn3O7,"Li,Mn,O",3.9243125291352348,0.8866999999999998,0.029939179285701556,-2.1386062558661743,False
mp-1174285,Li4Mn3O7,"Li,Mn,O",3.9170857280166476,0.9326999999999996,0.02769631035712994,-2.140849124794746,False
mp-1174299,Li4Mn3O7,"Li,Mn,O",3.8896974322568667,1.1980999999999997,0.04472366642855885,-2.1238217687233174,False
mp-1174297,Li4Mn3O7,"Li,Mn,O",3.911542522221263,0.8592,0.030429804999986487,-2.1381156301518893,False
mp-1174295,Li4Mn3O7,"Li,Mn,O",3.919106107297984,0.6769000000000003,0.040404910714273434,-2.1281405244376024,False
mp-1174320,Li4Mn3O7,"Li,Mn,O",3.879313920597837,0.7222,0.03354823357141612,-2.13499720158046,False
mp-1174312,Li4Mn3O7,"Li,Mn,O",3.87296992210984,0.6667000000000001,0.028373041428558565,-2.1401723937233177,False
mp-1174316,Li4Mn3O7,"Li,Mn,O",3.907914989092328,0.4890000000000003,0.04783362321427287,-2.1207118119376034,False
mp-1174337,Li4Mn3O7,"Li,Mn,O",3.8900666704805604,0.9809000000000001,0.025670404999987184,-2.1428750301518886,False
mp-1174330,Li4Mn3O7,"Li,Mn,O",3.8890717156097847,0.6903000000000001,0.044460297142844496,-2.1240851380090313,False
mp-1174336,Li4Mn3O7,"Li,Mn,O",3.899619510489667,0.6400999999999999,0.04087829249998709,-2.1276671426518883,False
mp-1174351,Li4Mn3O7,"Li,Mn,O",3.8850534201521305,1.2643999999999997,0.04058194249998692,-2.127963492651889,False
mp-1174373,Li4Mn3O7,"Li,Mn,O",3.8722303795933746,1.065,0.04525275464284473,-2.1232926805090315,False
mp-1174348,Li4Mn3O7,"Li,Mn,O",3.8857795295347906,0.7911999999999999,0.04029926857141586,-2.1282461665804604,False
mp-1174359,Li4Mn3O7,"Li,Mn,O",3.8932491996372023,1.1623999999999999,0.043028229642844806,-2.125517205509031,False
mp-1174410,Li4Mn3O7,"Li,Mn,O",3.867102729647016,0.8977000000000004,0.04217956964284397,-2.126365865509032,False
mp-1174378,Li4Mn3O7,"Li,Mn,O",3.8699388736937,1.1789,0.03999011249998752,-2.1285553226518883,False
mp-1174387,Li4Mn3O7,"Li,Mn,O",3.881920583749604,0.8574999999999999,0.043112327857130595,-2.1254331072947457,False
mp-1177164,Li4VAs2O9,"As,Li,O,V",3.1617158070369733,2.9741,0.045154135468750134,-2.1825237019270842,False
mp-1177182,Li4VCo3(PO4)4,"Co,Li,O,P,V",3.5743775526321477,1.1076000000000006,0.039252464107148555,-2.4374489807823116,False
mp-1177183,Li4V3P8O29,"Li,O,P,V",2.4668193756000507,0.9138999999999999,0.047627296856059154,-2.573910025351732,False
mp-1177200,Li4V3P8O29,"Li,O,P,V",2.5096178338872877,0.7556999999999999,0.048132732992423044,-2.5734045892153685,False
mp-1177192,Li4V3P8O29,"Li,O,P,V",2.504655526620661,1.1918000000000002,0.04618983003787758,-2.575347492169914,False
mp-1177198,Li4V3P8O29,"Li,O,P,V",2.4960255126779267,0.8648999999999999,0.047762182424240684,-2.57377513978355,False
mp-1177203,Li4V3P8O29,"Li,O,P,V",2.504009849485808,1.0894,0.04786572651515009,-2.5736715956926415,False
mp-1177197,Li4V3P8O29,"Li,O,P,V",2.5059530982808393,0.9103000000000001,0.04754170856060469,-2.5739956136471864,False
mp-1177210,Li4V3P8O29,"Li,O,P,V",2.5346129343110104,1.1583,0.046920022651514515,-2.574617299556277,False
mp-1177218,Li4V3P8O29,"Li,O,P,V",2.5321168176332476,0.2899999999999999,0.04868508106060432,-2.572852241147187,False
mp-1177208,Li4V3P8O29,"Li,O,P,V",2.5126099693605197,0.8543999999999999,0.049656535833331183,-2.57188078637446,False
mp-1177204,Li4V3P8O29,"Li,O,P,V",2.5309147085153576,0.9118999999999999,0.04581794060605926,-2.5757193816017323,False
mp-1177221,Li4V3Fe3(WO8)2,"Fe,Li,O,V,W",5.224228060203741,1.307,0.03519575469866254,-2.186379837261904,False
mp-1177215,Li4V3P8O29,"Li,O,P,V",2.5004765070354042,0.8526,0.04814895776515016,-2.5733883644426414,False
mp-1177216,Li4V3P8O29,"Li,O,P,V",2.5104358875424486,1.0751,0.04307762015151351,-2.578459702056278,False
mp-1177207,Li4V5Cr3O16,"Cr,Li,O,V",4.025423161420693,1.0979,0.03449146136160586,-2.4412261033333342,False
mp-1177212,Li4V3P8O29,"Li,O,P,V",2.523126386553845,0.7001999999999999,0.04685261446969502,-2.574684707738096,False
mp-1177243,Li4TiFe3O8,"Fe,Li,O,Ti",3.2698373032829124,1.4904,0.04194648687499836,-2.233944711666666,False
mp-1177226,Li4V3P8O29,"Li,O,P,V",2.505470375565415,0.5949,0.04450289799242313,-2.577034424215368,False
mp-1177229,Li4V3P8O29,"Li,O,P,V",2.5207090325963626,0.6816,0.0473242381060599,-2.5742130841017317,False
mp-1177236,Li4V3Ni(PO4)4,"Li,Ni,O,P,V",3.411830035574893,1.896,0.04872532325594836,-2.566097194710885,False
mp-1177280,Li4Ti3Mn3(SnO8)2,"Li,Mn,O,Sn,Ti",4.4026625126236425,0.4062999999999999,0.031066647890628296,-2.587722428468801,False
mp-1177300,Li4VCr3O8,"Cr,Li,O,V",4.0362642679999015,1.9406999999999996,0.01499591156250002,-2.4149157389583333,False
mp-1177314,Li4NbCr(TeO6)2,"Cr,Li,Nb,O,Te",4.882016697559046,1.5385000000000004,0.03733182468750229,-2.1662359208333344,False
